id,siret,date_publi,date_disso,nom_asso,nom_asso_abrege,objet_social1,objet_social2,adresse,codepostal,commune,siteweb,autorisation_web,etat
W371000155,,2006-09-09,,ASSOCIATION LOCALE ADMR DE ANTOGNY LE TILLAC,ASSOCIATION LOCALE ADMR DE ANTOGNY ...,014000,000000,Mairie 24   RTE de richelieu  ,37800,Antogny le Tillac,,0,A
W371000156,,2006-09-09,,MINI-BALLON AU PAYS DU CHINONAIS,MINI-BALLON AU PAYS DU CHINONAIS,011400,000000,     ,37420,Avoine,,0,A
W371000157,,1998-11-07,,"RAIPONCE ASSOCIATION DE PROTECTION DU PATRIMOINE NATUREL ET BATI, POUR LA PRESERVATION ET LA PROMOTION D'UN ENVIRONNEMENT FAVORABLE A LA SANTE ET AU MAINTIEN DE LA BIODIVERSITE POUR LES GENERATIONS ACTUELLES ET FUTURES",RAIPONCE ASSOCIATION DE PROTECTION ...,024035,000000,     Les Vigneaux,37220,Rilly-sur-Vienne,,0,A
W371000158,,1979-03-02,,BOURGUEIL ACCUEIL ET LOISIRS,BOURGUEIL ACCUEIL ET LOISIRS,050000,000000,Ancienne mairie     Place des halles  ,37140,Bourgueil,,0,A
W371000159,,2002-02-16,,TIARE ECOLE DE VIE,TIARE ECOLE DE VIE,017000,000000,1    Ar Pont Kerhuel  ,22610,Kerbors,,0,A
W371000160,,1987-08-19,,COMITE DES FETES,COMITE DES FETES,009030,000000,     ,37800,Pussigny,,0,A
W371000161,,1991-09-18,2006-07-24,L'AMICALE CHATELIER PANZOULT,L'AMICALE CHATELIER PANZOULT,007000,000000,     ,37220,Panzoult,,0,D
W371000162,,2006-09-09,2008-07-28,A PLUS SERVICES,A PLUS SERVICES,009000,000000,5   RUE Du Chemin Vert  ,86120,Beuxes,,0,D
W371000163,,2006-09-09,,PIREPROD,PIREPROD,006000,000000,Bat B. Appt 2     La Cornicherie  ,37800,Sainte-Maure-de-Touraine,,0,A
W371000164,,1966-07-07,2017-05-29,ASSOCIATION SPORTIVE JEUNESSE DE BRASLOU,ASSOCIATION SPORTIVE JEUNESSE DE BR...,011105,000000,Mairie       ,37120,Braslou,,0,D
W371000165,,2006-09-19,,LA GRANDE GIRAFE,LA GRANDE GIRAFE,022000,000000,3   ALL Ridel Vue  ,37190,Azay-le-Rideau,,0,A
W371000166,,1941-10-21,2017-05-22,UNION SPORTIVE DE LA TOUR SAINT GELIN CHIZERAY COURCOUE,UNION SPORTIVE DE LA TOUR SAINT GEL...,011005,000000,     ,37120,La Tour-Saint-Gelin,,0,D
W371000167,,1989-09-27,,AGENCE DE DEVELOPPEMENT ET D'URBANISME DU CHINONAIS,AGENCE DE DEVELOPPEMENT ET D'URBAN...,024000,000000,11   AV du Docteur Labussière  ,37500,Chinon,,0,A
W371000168,,2006-09-23,,LA GARGOUETTE,LA GARGOUETTE,006100,000000,4   RUE de Rupuanne  ,37130,Bréhémont,,0,A
W371000169,,2006-09-23,,AVENIR DE CINQ MARS ET ENVIRONS,ACME,024045,000000,743   RUE des Blais  ,37130,Cinq-Mars-la-Pile,,0,A
W371000170,,2006-09-23,,LES AMIS DU LUNDI,LES AMIS DU LUNDI,013005,000000,Les Trois Volets 1 bis   RUE d'Ingrandes  ,37140,La Chapelle-sur-Loire,,0,A
W371000171,,,2018-12-14,CANTINE SCOLAIRE DE L'ECOLE PUBLIQUE DE MARIGNY MARMANDE,CANTINE SCOLAIRE DE L'ECOLE PUBLIQ...,015005,000000,     ,37120,Marigny-Marmande,,0,D
W371000172,,,,QUARTIER DE LA CHAPELLE,QUARTIER DE LA CHAPELLE,011000,000000,     PLACE DU MARECHAL LECLERC,37800,Sainte-Maure-de-Touraine,,0,A
W371000173,,1999-02-20,2008-03-31,GROUPEMENT D'EMPLOYEURS ISOCEL DU CHINONAIS,GROUPEMENT D'EMPLOYEURS ISOCEL DU ...,022515,000000,  RTE de Tours  ,37500,Chinon,,0,D
W371000174,,,,L'AMICALE RABELAISIENNE,L'AMICALE RABELAISIENNE,013005,000000,Mairie       ,37500,La Roche-Clermault,,0,A
W371000175,,,,MULTI-SERVICES,MULTI SERVICES,030005,000000,15   BD Paul Louis Courier  ,37500,Chinon,,0,A
W371000176,,2006-09-30,,MOTO CLUB DE LA MANSE,MOTO CLUB DE LA MANSE,011160,000000,12   RUE de L'octroi  ,37370,Villebourg,,0,A
W371000177,,2006-09-30,2013-03-19,LITTLE CREW,LITTLE CREW,011045,000000,103    Les Pièces de Rochette  ,37500,Chinon,,0,D
W371000178,,,2006-08-25,TENNIS CLUB DE SAINTE CATHERINE DE FIERBOIS,TENNIS CLUB DE SAINTE CATHERINE DE ...,011165,000000,     ,37800,Sainte-Catherine-de-Fierbois,,0,D
W371000179,,,,DARTS DEVIL,DARTS DEVIL,007035,000000,     ,37420,Huismes,,0,A
W371000180,,2006-10-07,,L'ECRIN,L'ECRIN,009050,000000,25   RUE MARCEAU  ,37500,Chinon,,0,A
W371000181,,2006-10-07,,COMITE DE JUMELAGE SAINT NICOLAS DE BOURGUEIL - PLUMELIAU-SAINT NICOLAS DES EAUX,COMITE DE JUMELAGE SAINT NICOLAS DE...,009050,000000,   Mairie  ,37140,Saint-Nicolas-de-Bourgueil,,0,A
W371000182,,2006-10-07,,ASSOCIATION DU PERSONNEL D'HYPERCHAMPION LANGEAIS (A.P.H.L.),APHL,023045,000000,5   ALL des Troènes  ,37130,Langeais,,0,A
W371000183,,,,ECURIES DE LA LOGE,ECURIES DE LA LOGE,007000,000000,     LA LOGE,37190,Rivarennes,,0,A
W371000184,,,,LA BONNE ENTENTE DES CHASSEURS,LA BONNE ENTENTE DES CHASSEURS,013005,000000,     ,37500,Couziers,,0,A
W371000185,,,,ASSOCIATION AUTONOME DES PARENTS D'ELEVES DE SAINTE CATHERINE DE FIERBOIS,ASSOCIATION AUTONOME DES PARENTS D...,015000,000000,     ,37800,Sainte-Catherine-de-Fierbois,,0,A
W371000186,,,,ASSOCIATION D'AIDE A DOMICILE EN MILIEU RURAL DU BOUCHARDAIS - SERVICE D'AIDE AUX PERSONNES HANDICAPEES,ASSOCIATION D'AIDE A DOMICILE EN M...,018050,000000,     ,37220,L'Île-Bouchard,,0,A
W371000187,,,,ASSOCIAITON D'AIDE A DOMICILE EN MILIEU RURAL SERVICE AIDE AUX FAMILLES,ASSOCIAITON D'AIDE A DOMICILE EN M...,017075,019000,     ,37220,L'Île-Bouchard,,0,A
W371000188,,,,FOUX FEUX RIEUX,FOUX FEUX RIEUX,006000,000000,Atelier Artissage 8   RUE du Marais  ,37500,Chinon,,0,A
W371000189,,,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE J. JAURES,UNION SPORTIVE DE L'ENSEIGNEMENT D...,011010,000000,     ,37500,Chinon,,0,A
W371000190,,,2012-06-21,ASSOCIATION CANTINE SCOLAIRE LA CHAPELLE SUR LOIRE,COOPERATIVE DE LA CANTINE SCOLAIRE ...,022510,015025,     ,37140,La Chapelle-sur-Loire,,0,D
W371000191,,,,FITNESS THENEUIL,FITNESS,011105,000000,Mairie       ,37220,THENEUIL,,0,A
W371000192,,1988-01-20,,AMICALE CHINONAISE DE CHASSE,AMICALE CHINONAISE DE CHASSE,013005,000000,     ,37500,Chinon,,0,A
W371000193,,,,SYNDICAT DE CHASSE DE LA VALLEE DU CHANGEON,SYNDICAT DE CHASSE DE LA VALLEE DU ...,013005,013005,Mairie    RUE du Lavoir  ,37340,Gizeux,,1,A
W371000194,,,,SYNDICAT DE CHASSE COMMUNAL DE CROUZILLES,SYNDICAT DE CHASSE INTERCOMMUNAL DE...,013005,013005,mairie       ,37220,Crouzilles,,1,A
W371000195,,,,ASSOCIATION COMMUNALE DE CHASSE DE CHAVEIGNES,ASSOCIATION COMMUNALE DE CHASSE DE ...,013005,000000,     ,37120,Chaveignes,,0,A
W371000196,,1988-07-20,,ASSOCIATION DES PARENTS D’ÉLÈVES COLUTOVE DES ÉCOLES PUBLIQUES,ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,     ,37120,La Tour-Saint-Gelin,,0,A
W371000197,,1960-02-28,,LES ENFANTS DE L'AVENIR DE RIGNY USSE,LES ENFANTS DE L'AVENIR DE RIGNY USSE,006030,000000,     ,37420,Rigny-Ussé,,0,A
W371000198,,,,CLUB SPORTIF ET ARTISTIQUE DE LA DEFENSE DE NOUATRE (CSAD DE NOUATRE),CLUB SPORTIF ET ARTISTIQUE DE LA DE...,009005,000000,établissement militaire    RUE Guillaume  ,37800,Nouâtre,,0,A
W371000199,,,,ASSOCIATION DES PARENTS D'ELEVES ET AMIS DE L'ECOLE PUBLIQUE DE CHOUZE SUR LOIRE,ASSOCIATION DES PARENTS,015005,000000,70   RUE de Saumur  ,37140,Chouzé-sur-Loire,,0,A
W371000201,,,,DYNAMISME ET CULTURE POUR LES LOISIRS PAR L'INITIATIVE ET LA CREATIVITE (DECLIC),DYNAMISME ET CULTURE POUR LES LOISI...,007000,000000,     ,37130,Saint-Michel-sur-Loire,,0,A
W371000202,,,2017-05-29,UNION SPORTIVE MARIGNY-LUZE,UNION SPORTIVE MARIGNY-LUZE,011075,000000,     ,37120,Marigny-Marmande,,0,D
W371000203,,,,ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE DE SAINTE MAURE DE TOURAINE,ORGANISME DE GESTION DE L'ECOLE CA...,015000,040000,     ,37800,Sainte-Maure-de-Touraine,,0,A
W371000204,,,,CAVALIERS DU VAL DE VEUDE A CALIFOURCHON SUR LEURS DESTRIERS (CAVALCADE),CAVALIERS DU VAL DE VEUDE A CALIFOU...,007000,000000,     MAIRIE,37120,Champigny-sur-Veude,,0,A
W371000205,,1985-11-13,,TENNIS CLUB DE SAINT EPAIN (TCSE),T,011165,000000,     ,37800,Saint-Épain,,0,A
W371000206,,,,LA PILE DE LIVRES,LA PILE DE LIVRES,006005,000000,Mairie       ,37130,Cinq-Mars-la-Pile,,0,A
W371000207,,,,SYNDICAT DE CHASSE DE LIGNIERES DE TOURAINE,SYNDICAT DE CHASSE DE LIGNIERES DE ...,013005,000000,     ,37130,Lignières-de-Touraine,,0,A
W371000208,,,,"LES AMIS DES ECOLES D'AVON LES ROCHES, CRISSAY SUR MANSE ET CROUZILLES",LES AMIS DES ECOLES D'AVON LES ROC...,011105,000000,     ,37220,Crouzilles,,0,A
W371000209,,,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DE RIVARENNES,UNION SPORTIVE DE L'ENSEIGNEMENT D...,015000,000000,     ,37190,Rivarennes,,0,A
W371000210,,,,ASSOCIATION COMMUNALE DE CHASSE DE SAINT-PATRICE,ASSOCIATION COMMUNALE DE CHASSE DE ...,013005,000000,mairie       ,37130,Saint-Patrice,,0,A
W371000211,,,,ASSOCIATION DES PARENTS ET AMIS DES ECOLES PUBLIQUES DE NOYANT ET DE TROGUES,ASSOCIATION DES PARENTS ET AMIS DES...,015005,000000,     ,37800,Noyant-de-Touraine,,0,A
W371000212,,,2006-09-30,"AMICALE DES ANCIENS ELEVES, PARENTS D'ELEVES ET AMIS DE L'ECOLE PUBLIQUE","AMICALE DES ANCIENS ELEVES, PARENTS...",015070,000000,     ,37500,Cravant-les-Côteaux,,0,D
W371000213,,,,ASSOCIATION DES PARENTS D'ELEVES DU COLLEGE HENRI BECQUEREL D'AVOINE,ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,     AVENUE DE LA REPUBLIQUE,37420,Avoine,,0,A
W371000214,,,2016-06-16,FOOTBALL CLUB DU VAL DE VIENNE,FOOTBALL CLUB DU VAL DE VIENNE,011075,000000,mairie       ,37220,L'Île-Bouchard,,0,D
W371000215,,2006-10-21,,LES PUSSIFOLIES,LES PUSSIFOLIES,007060,000000,   2 rue des Bas Jardins  ,37800,Pussigny,,0,A
W371000216,,,2006-09-19,UNION SPORTIVE SAINT-NICOLAISIENNE SECTION BICROSS (USN BICROSS),UNION SPORTIVE SAINT-NICOLAISIENNE ...,011000,011180,     ,37140,Saint-Nicolas-de-Bourgueil,,0,D
W371000217,,,2007-06-19,SYNDICAT COMMUNAL DE CHASSE DE NOUÂTRE,SYNDICAT COMMUNAL DE CHASSE DE NOUA...,013005,000000,"8   RUE de l'Abbé Ebrard ""noyers""  ",37800,Nouâtre,,0,D
W371000218,,,,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE LAIQUE DE MARIGNY MARMANDE,ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,     ,37120,Marigny-Marmande,,0,A
W371000219,,,,L'ECOLE BUISSONNIERE,L'ECOLE BUISSONNIERE,050000,018025,     ,37800,Sainte-Catherine-de-Fierbois,,0,A
W371000220,,1999-01-02,,VAG' A BUL',VAG' A BUL',050000,000000,     ,37190,Azay-le-Rideau,,0,A
W371000221,,,,CERCLE PHILOSOPHIQUE LES PORTES DE THELEME,CERCLE PHILOSOPHIQUE LES PORTES DE ...,016050,006000,     ,37500,Chinon,,0,A
W371000222,,,2009-01-06,ASSOCIATION GARDERIE PERISCOLAIRE POMME D'API,ASSOCIATION GARDERIE PERISCOLAIRE P...,019010,000000,     ,37190,Vallères,,0,D
W371000223,,2006-11-11,,LOISIRS CREATIFS,LOISIRS CREATIFS,006090,000000,   16 Route de Compostelle  ,37500,Candes-Saint-Martin,,0,A
W371000224,,,,ASSOCIATION SPORTIVE ET CULTURELLE,ASSOCIATION SPORTIVE ET CULTURELLE,011005,009000,     ,37800,Sainte-Catherine-de-Fierbois,,0,A
W371000225,,,,L'AFTER FOOT,L'AFTER FOOT,007075,000000,     LE CASSEREAU,37500,Saint-Benoît-la-Forêt,,0,A
W371000226,,,,SYNDICAT DE CHASSE,SYNDICAT DE CHASSE,013005,000000,     ,37500,Cinais,,0,A
W371000227,,1989-05-10,,HA.GA.RI,HAGARI,019010,000000,Multi accueil caramel 3 BIS   AV du Québec  ,37120,Richelieu,,0,A
W371000228,,,2019-08-01,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE LIBRE JEANNE D'ARC,ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,     GRANDE RUE,37800,Saint-Épain,,0,D
W371000229,,,,"ASSOCIATION DES PARENTS D'ELEVES DE CHEZELLES, PARCAY, THENEUIL",ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,Mairie       ,37220,Parçay-sur-Vienne,,0,A
W371000230,,2006-11-11,,BOTTES'N CLAP,BOTTES'N CLAP,006040,000000,     ,37500,Ligré,,0,A
W371000231,,,,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE SAINT EPAIN,ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,     10 RUE DE LA PREVOTE,37800,Saint-Épain,,0,A
W371000232,,,,ASSOCIATION ATOUT'GYM RICHELAISE,ASSOCIATION ATOUT'GYM RICHELAISE,011105,000000,     ,37120,Richelieu,,0,A
W371000233,,,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE D'ANCHE,UNION SPORTIVE DE L'ENSEIGNEMENT D...,011010,000000,     ,37500,Anché,,0,A
W371000234,,1987-07-15,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DE JACQUES PREVERT,UNION SPORTIVE DE L'ENSEIGNEMENT D...,011010,000000,     ,37500,Chinon,,0,A
W371000235,,,,BOURGUEIL EN CHŒUR,BOURGUEIL EN CHOEUR,006030,000000,Mairie       ,37140,Bourgueil,,0,A
W371000236,,,,FAMILLE RURALE DE SAINTE-MAURE,FAMILLE RURALE DE SAINTE-MAURE,019005,000000,4   RUE du Veau d'Or  ,37800,Sainte-Maure-de-Touraine,,0,A
W371000237,,,,"ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE PUBLIQUE - ECOLE MATERNELLE 'LA SOURIS VERTE', ECOLE PRIMAIRE DU 'PAIN PERDU'",ASSOCIATION DE PARENTS D'ELEVES DE...,015000,000000,"   Ecole Elémentaire du ""Pain Perdu""  ",37420,Beaumont-en-Véron,,0,A
W371000238,,,,SYNDICAT DE CHASSE DE BRAYE SOUS FAYE,SYNDICAT DE CHASSE DE BRAYE SOUS FAYE,013005,000000,     ,37120,Braye-sous-Faye,,0,A
W371000239,41505025100057,,,SCENE O CENTRE,SCENE O CENTRE,006070,000000,22   RUE de la Bretonnerie ,45000,Orléans,https://scenocentre.fr/,0,A
W371000240,,1982-03-20,,BASKET BALL BOUCHARDAIS,BASKET BALL BOUCHARDAIS,011065,000000,Mairie       ,37220,L'Île-Bouchard,,0,A
W371000241,,,,SOCIETE DE CHASSE DE SAINT GERMAIN SUR VIENNE ET COUZIERS,SOCIETE DE CHASSE DE SAINT GERMAIN ...,013005,000000,Mairie 33   RTE de la chaussée  ,37500,Saint-Germain-sur-Vienne,,0,A
W371000242,,1998-02-21,,A LIVRE OUVERT,A LIVRE OUVERT,006005,000000,     PLACE DE LA MAIRIE,37340,Cléré-les-Pins,,0,A
W371000243,,,,CORPS ET ACCORDS - DO PRODUCTIONS,CORPS ET ACCORDS - DO PRODUCTIONS,006030,006040,Le Patio de l'éphèbe 2   RUE Hoche  ,34300,Agde,,0,A
W371000244,,,2019-02-04,ASSOCIATION DES PARENTS D'ELEVES DES ECOLES DE L'ISLE DE L'ILE BOUCHARD,APE ILE BOUCHARD,015005,000000,     6 PLACE BOUCHARD,37220,L'Île-Bouchard,,0,D
W371000245,,,,LES AMAZONES D'AZAY LE RIDEAU,LES AMAZONES D'AZAY LE RIDEAU,007000,000000,     ,37190,Azay-le-Rideau,,0,A
W371000246,,,,ASSOCIATION COMMUNALE DE CHASSE DE BOURGUEIL,ASSOCIATION COMMUNALE DE CHASSE DE ...,013005,000000,"Hôtel de Ville       1, RUE DU PICARD",37140,Bourgueil,,0,A
W371000247,,1994-12-21,,PHILIPPA LESBAHY - ECOLE MATERNELLE D'AZAY LE RIDEAU,PHILIPPA LESBAHY - ECOLE MATERNELLE...,011010,009025,     1 BIS RUE THIERS,37190,Azay-le-Rideau,,0,A
W371000248,,,,EVEIL GELINOIS,EVEIL GELINOIS,011005,000000,     ,37120,La Tour-Saint-Gelin,,0,A
W371000249,,,,ASSOCIATION DES PARENTS D'ELEVES ET DES AMIS DES ECOLES PUBLIQUES DE HUISMES,ASSOCIATION DES PARENTS D'ELEVES E...,015005,000000,Mairie       ,37420,Huismes,,0,A
W371000250,,,,FAMILLES RURALES DE LA CHAPELLE AUX NAUX - LIGNIERES DE TOURAINE,FAMILLES RURALES DE LA CHAPELLE AUX...,019005,000000,Salle polyvalente       ,37130,La Chapelle-aux-Naux,,0,A
W371000251,,2006-11-11,,LE PAS DE DANSE,LE PAS DE DANSE,006040,000000,   4 rue de la Grande Vigne  ,37140,Restigné,,0,A
W371000252,,2006-11-25,,MILLE POETES,MILLE POETES,006010,000000,   1 Rue de la Croix  ,37120,Marigny-Marmande,,0,A
W371000253,,2006-11-25,,UILLEANN PIPES (CORNEMUSES IRLANDAISES),UILLEANN PIPES (CORNEMUSES IRLANDAI...,006030,000000,   2 La Barbinière  ,37130,Saint-Patrice,,0,A
W371000254,,2006-12-02,2007-12-18,PICROBOULE - CENTRE HISTORIQUE DE LA BOULE DE FORT,PICROBOULE - CENTRE HISTORIQUE DE L...,011035,000000,   1 Route de Thizay  ,37500,Lerné,,0,D
W371000255,,2006-12-02,,MC MOJO,MC MOJO,006030,000000,   42 Route de Tours  ,37130,Langeais,,0,A
W371000256,,,,LES ILLUSIONS DE LA LIONGE,LES ILLUSIONS DE LA LIONGE,006070,000000,     12 PLACE DE LA MAIRIE,37130,Cinq-Mars-la-Pile,,0,A
W371000257,,,2011-10-24,ASSOCIATION PARENTS D'ELEVES MATERNELLE ROBERT JUTEAU DE BOURGUEIL,ASSOCIATION PARENTS D'ELEVES MATER...,015005,000000,mairie       ,37140,Bourgueil,,0,D
W371000258,,,,ASSOCIATION DE PARENTS D'ELEVES DE BRASLOU,ASSOCIATION DE PARENTS D'ELEVES DE...,015005,000000,   Mairie  ,37120,Braslou,,0,A
W371000259,,,2021-03-31,TOURAINE OUEST EMPLOI,MAISON DE L'EMPLOI DU PAYS DU CHIN...,024000,000000,23   AV gambetta  ,37500,Chinon,,0,D
W371000260,,,,ASSOCIATION AMICALE DES PARENTS D'ELEVES ET DES AMIS DE L'ECOLE DE MARCILLY SUR VIENNE,ASSOCIATION AMICALE DES PARENTS D'...,015005,000000,     ,37800,Marcilly-sur-Vienne,,0,A
W371000261,,1992-09-09,,ASSOCIATION CHASSE ET NATURE DE CHATILLON,T,013005,000000,Chatillon       ,37340,Cléré-les-Pins,,0,A
W371000262,,,,COMITE DES FETES DE VALLERES,COMITE DES FETES DE VALLERES,009030,000000,Mairie       ,37190,Vallères,,0,A
W371000263,,,,FOYER SOCIO EDUCATIF DU COLLEGE DE NOUATRE,FOYER SOCIO EDUCATIF DU COLLEGE DE ...,015075,000000,     23 RUE GUILLAUME,37800,Nouâtre,,0,A
W371000264,,,,LES P'TITS THILOUZAINS,LES P'TITS THILOUZAINS,015005,000000,     ,37260,Thilouze,,0,A
W371000265,,,2009-11-13,ASSOCIATION DES PARENTS D'ELEVES,ASSOCIATION DES PARENTS D'ELEVES,015005,000000,Ecole       ,37140,Saint-Nicolas-de-Bourgueil,,0,D
W371000266,,,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DE LIGRE,UNION SPORTIVE DE L'ENSEIGNEMENT D...,011010,000000,     ,37500,Ligré,,0,A
W371000267,,1998-03-21,,MAILLE A LIVRE OUVERT,MAILLE A LIVRE OUVERT,006005,000000,     RUE DU 25 AOUT,37800,Maillé,,0,A
W371000268,39480475100029,,2018-11-13,MAISON DES INITIATIVES LOCALES ET DE L'EMPLOI,MAISON DES INITIATIVES LOCALES ET D...,030005,024000,Site les Passerelles 77   AV du Général de Gaulle  ,37800,Sainte-Maure-de-Touraine,,0,D
W371000269,,,,ASSOCIATION DE PARENTS D'ELEVES LES BRANCHES DUCHESNE,ASSOCIATION PARENTS D'ÉLÈVES DUCHESNE,015005,000000,Mairie       ,37220,L'Île-Bouchard,,0,A
W371000270,,,,LA FARANDOLE DE ROCHELUDE,LA FARANDOLE DE ROCHELUDE,015000,000000,   Mairie  ,37500,Chinon,,0,A
W371000271,,1986-04-30,,FOYER SOCIO EDUCATIF JEAN ZAY,FOYER SOCIO EDUCATIF JEAN ZAY,019047,000000,     ,37500,Chinon,,0,A
W371000272,,,,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE LIBRE ' LE COUVENT' A SAINTE MAURE DE TOURAINE,ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,     2 RUE DU COUVENT,37800,Sainte-Maure-de-Touraine,,0,A
W371000273,,,2018-01-09,ASSOCIATION FINANCIERE DES ELEVES RABELAISIENS DU TERTIAIRE,ASSOCIATION FINANCIERE DES ELEVES R...,015075,000000,     QUAI DANTON,37500,Chinon,,0,D
W371000274,,,,REGROUPEMENT DES ORCHESTRES CHINONAIS,REGROUPEMENT DES ORCHESTRES CHINONAIS,006030,000000,   Mairie  ,37500,Chinon,,0,A
W371000275,,,2015-01-23,CHOEUR FRANÇOIS RABELAIS DE CHINON,CHOEUR FRANCOIS RABELAIS DE CHINON,006030,000000,  PL du Général de Gaulle  ,37500,Chinon,,0,D
W371000276,,,,CANTINE SCOLAIRE DE CHEILLE,CANTINES SCOLAIRES DE CHEILLE,022510,000000,Mairie       ,37190,Cheillé,,0,A
W371000277,,1951-04-19,,SYNDICAT COMMUNAL DE CHASSE DE VILLAINES LES ROCHERS,SYNDICAT COMMUNAL DE CHASSE DE VILL...,013005,000000,   Mairie  ,37190,Villaines-les-Rochers,,0,A
W371000278,,1998-12-12,,COMITE DE LIAISON DES ASSOCIATIONS INTERMEDIAIRES D'INDRE ET LOIRE (CLAI 37),COMITE DE LIAISON DES ASSOCIATIONS ...,030005,000000,Tours Emploi 37   RUE Gay Lussac  ,37000,Tours,,0,A
W371000279,32115332200029,,,JUDO CLUB LANGEAIS,JUDO CLUB LANGEAIS,011145,000000,     ,37130,Langeais,https://www.judolangeais.com/,0,A
W371000280,,,2008-12-18,CENTRE DE LOISIRS ARC EN CIEL,CENTRE DE LOISIRS ARC EN CIEL,007000,000000,     ,37120,Chaveignes,,0,D
W371000281,,,2007-07-03,CANTINE SCOLAIRE DE POUZAY,CANTINE SCOLAIRE DE POUZAY,022510,000000,     ,37800,Pouzay,,0,D
W371000282,,,,COMITE D'ANIMATION DE LA FETE RETROUVEE,COMITE D'ANIMATION DE LA FETE RETR...,007000,000000,     ,37800,Saint-Épain,,0,A
W371000283,,1998-03-14,,SAINTE MAURE ATHLETIC CLUB (SMAC),SAINTE MAURE ATHLETIC CLUB (SMAC),011020,000000,     ,37800,Sainte-Maure-de-Touraine,,0,A
W371000284,,,,ASSOCIATION DE PARENTS D’ÉLÈVES DE L'ENSEIGNEMENT LIBRE - ÉCOLE ET COLLÈGE DU SACRÉ CŒUR,APEL,015005,000000,     ,37120,Richelieu,,0,A
W371000285,,,,ECOLE DE DANSE CLASSIQUE LANGEAIS - CINQ MARS LA PILE,SECTION DANSE DE LANGEAIS - CINQ MA...,006070,006040,mairie    PL du 14 Juillet  ,37130,Langeais,,0,A
W371000286,,,2018-08-14,DESTINATION BREHEMONT,DESTINATION BREHEMONT,023040,000000,     1 PLACE DU 8 MAI,37130,Bréhémont,,0,D
W371000287,,,,"ASSOCIATION DES PARENTS D'ELEVES DES ECOLES PUBLIQUES, SECTION PRIMAIRE ET MATERNELLE",ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,BAT ESPACE HILAIRE MUREAU 71   RUE Marcel Vignaud  ,37420,Avoine,,0,A
W371000288,,1979-12-18,2015-07-23,COMITE DE GESTION DE LA CANTINE DE L'ECOLE PUBLIQUE DE MAILLE,COMITE DE GESTION DE LA CANTINE DE ...,022510,000000,     ,37800,Maillé,,0,D
W371000289,,,2022-03-11,COMITÉ FAMILIAL SAINT NICOLAISIEN,.,015000,000000,Chez Mme  Anne-Claire VALLÉE 2    La Cotelleraie  ,37140,Saint-Nicolas-de-Bourgueil,,0,D
W371000290,,,,CANTINE SCOLAIRE DE SACHE,CANTINE SCOLAIRE DE SACHE,022510,000000,     ,37190,Saché,,0,A
W371000291,,,2016-06-16,ASSOCIATION DE SERVICES D'AIDES AUX PERSONNES AGEES DU BOUCHARDAIS (A.S.S.A.D DU BOUCHARDAIS),ASSOCIATION DE SERVICES D'AIDES AU...,019000,000000,   mairie  ,37220,L'Île-Bouchard,,0,D
W371000292,,2006-12-02,,LES SUCES PNEUS,LES SUCES PNEUS,011160,000000,   Neuil  ,37500,Cravant-les-Côteaux,,0,A
W371000293,,,,L'ETANG DU MARAIS DES ESSARDS,L'ETANG DU MARAIS DES ESSARDS,013010,000000,     13 RUE DES CHEVALIERS MACQUAUX,37130,Les Essards,,0,A
W371000294,,,,CLUB DES JEUNES DE VILLAINES LES ROCHERS,CLUB DES JEUNES DE VILLAINES LES RO...,009005,000000,     24 RUE DES CAVES FORTES,37190,Villaines-les-Rochers,,0,A
W371000295,,,,OGEC ECOLE ET COLLEGE LE SACRE COEUR DE RICHELIEU,OGEC ECOLE ET COLLEGE LE SACRE COEU...,015000,001000,20   RUE Henri Proust  ,37120,Richelieu,,0,A
W371000296,,,2016-06-20,UNION SPORTIVE DE PARCAY SUR VIENNE,UNION SPORTIVE DE PARCAY SUR VIENNE,011075,011105,     ,37220,Parçay-sur-Vienne,,0,D
W371000297,,,2008-11-25,LUDOTHEQUE,LUDOTHEQUE,007000,000000,Maison des Associations 1   PL Buissonnière  ,37130,Cinq-Mars-la-Pile,,0,D
